,0,1,2,3
0,Command Hospital,Kolkata,Excellent infrastructure with lots of experienced doctors and professional to look after with mns is well .I think its a boon to everyones related to defence background.super analysing and periodical surveying of other staff adding a top level of treatment in medical field.u can easily believe to get well soon in any condition . Just awesome......,1.799999952
0,Kothari Medical Centre,Kolkata,Very good environment. Good stuffs and doctors,1.799999952
0,Aashlok Fortis Hospital,Delhi,Aashlok Fortis has replaced the clinics in our neighbourhood as it provides worldclass medical facilities and great experienced doctors. The friendly staff and the medical facilities offered make Aashlok our preferred hospital.,1.799999952
0,Apollo Spectra Hospitals,Delhi,Best hospital for surgery maintenance team is good and hospital staff is friendly so you dont feel awkward. Wardboy is also goodHospital is clean and doctor is well educated and friendly nature,1.799999952
0,Apollo Spectra Hospitals,Delhi,The treatment that I receive from this hospital is amazing as it helps me to heal faster. The staff is highly cooperative and one of the leading hospital that has the worlds best doctors.,1.799999952
0,Cloudnine Hospital - Chennai,Chennai,Thank you for the joyous gift given by cloud nine.  Great service ND customer care millions of thanks to Dr Kanimozhi.  She has given me normal deliver. I didnt even know how I delivered thank you Dr.,1.699999988
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,Very good place for checkup good doctors . The only problem I faced is they are not maintaining air conditioner temperature because of this my mother was not able to sit it was severaly cold . Please maintain a nominal temperature for patient .,1.699999988
0,Apollo Medical Centre Anna Nagar,Chennai,Excellent atmosphere  well trained staffs and doctors. Friendly staffs ),1.699999988
0,Apollo Spectra Hospitals,Delhi,Very good in services and hospitality  nurses in this hospital is very good in caring of patients. And my friend Sabha  khan is taking training from this hospital. She is my best friend and I love him a lot.,1.699999988
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,Good maintenance and good service and good care  they lot beds and some many peoples  came for check up and it is useful for poor people abd they have lot of beds.   Take care is good lot of experience doctors is available so many people are utilizing this opportunity,1.600000024
0,AMRI Hospitals Saltlake Annexe,Kolkata,I often had gastrological problems. I visited the hospital for that reason. Now Im feeling a lot better and the treatment of Dr Sujit worked wonders really. Happy with the treatment.,1.600000024
0,St.Stephen's Hospital,Delhi,The hostipal is located just outside the Tis hazari metro station and beside tis hazari court.Service of this hospital is good. A neat and clean hospital with well behaved staff.It is quite affordable as it is not very costly.This hospital has various departments.One can find many pocket friendly canteens in the premise of the hospital.,1.600000024
0,Delhi ENT Hospital,Delhi,Not too crowded and the work gets done fast. The doctors are competent and friendly,1.600000024
0,Venkateshwar Hospital,Delhi,A brilliant hospital for the critically ill patients and the services are available 24x7. The response time in emergency unit is fast and they follow clinical protocol equipped with almost all life saving equipment and medicine.,1.600000024
0,Kolkata Port Trust Hospital,Kolkata,Its truly a good hospital with a good ratio of doctors  patients.. Something which is very rare in Govt. HospitalOverall good hospital with good doctors,1.600000001
0,Apollo Children's Hospitals - Best hospital in chennai,Chennai,I feel my child secure in the most able hands of the doctors sisters here. The overall experience of this place brings a sense of supreme satisfaction.,1.599999964
0,MIOT International,Chennai,My personal experience with MIOT hospital has been a wonderful journey the doctorsnurses and support staff have been very helpful right throughout the journey. My father has been a patient of MIOT for kidney failure..After coming to MIOT we felt we could assess his condition better and thanks to the wonderful team of doctors and the people involved my father is keeping good health.. ),1.599999964
0,Rajiv Gandhi Government General Hospital,Chennai,One of the best government hospital for TN people and for others also. As per experience orthopaedic docotors are superb.Other than treatment also good like cleaning and neat Ness also superb,1.599999964
0,AMRI Hospital Dhakuria,Kolkata,Its a good hospital with a great team of medical practitioners. The hospital is equipped with all the latest facilities providing great care. I dont think there is any better hospital in Kolkata.,1.599999949
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,SSKM also known as PG Hospital. Its s super facility hospital which means it has got all the departments. Doctors are extremely well trained they know their responsibility very well Hospital premises is neat and clean What I feel this hospital lack is proper guidance  process More boards  plackart should be created. More people with a tag of may I help you  should be there in the hospital premises so that people can ask for help Many people dont know what to do... There lots of things needs to be manged properly and should be changed.,1.500000015
0,Apollo Hospitals Tondiarpet,Chennai,Nice multispeciality hospital at main TH road. Serves good though space constraints.,1.5
0,ILS Hospitals,Kolkata,Nice facilities are available in this hospital. Stuffs are cooperative.,1.5
0,Kalra Hospital,Delhi,Its a  general hospital and here is providing very good services very good treatment for patients and this hospital is so big...... that is providing Good services for patients and thats on Road...... here is available 247 emergency services and good doctors they have trained....,1.5
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,TheInstitute of PostGraduate Medical Education and Research and Seth Sukhlal Karnani Memorial Hospitalcolloquially known asP G Hospital(Presidency General Hospital) orSSKM Hospitalis a tertiary referral government hospital for the state ofWest BengalIndiaand is a national research institute.     Located near Race Course ground and theVictoria Memorial Hallof Kolkata its locality is vibrant with urban cultural and historical landmarks like the Nandan complexRabindra Sadan Academy of Fine Arts theSaint Pauls Cathedral the Red Road and theIndian Museum. It faces the Maidan of Kolkata  a hotspot for political rallies in the city. TheBangur Institute of Neurosciencesis adjacent and functionally attached to this institution.The first hospital in Calcutta was built in the premises of the Old Fort at Gerstein Place in 1707. The Council of Fort William constructed this hospital. Initially built for the Europeans till 1770 this hospital was then known as the Presidency Hospital after the Presidency of Calcutta and due to its proximity to the Presidency Jail of Calcutta. Later it came to be known as the Presidency General Hospital or P.G. Hospital for short  the name which is still commonly used. In independent India the hospital was renamed as Seth Sukhlal Karnani Memorial Hospital in 1954 after great philanthropist of CalcuttaSukhlal Karnani.P.G. Hospital was established in 1770.TheEast India Company(Calcutta Council) purchased the plot of land which was a gardenhouse (in 1768) from Rev.John Zacharias Kiernanderat a cost of Rs. 98900.00 along with an adjoining plot belonging to a Bengali Gentleman.Rev. John Zacharias Kiernander came to Bengal from Southern India in 1758 to work as the first Protestant missionary in Calcutta. The well known Old Mission Church (Bath Tephillah the House of Prayer) built by him was the earliest favourite place of Protestant worship in Mission Row at his own expense at a cost of Rs. 65000 and established a mission school in the rear of the Church in 1767. The Presidency General Hospital was established near the St. Johns Church (presently in 1 Garstin Place and in its adjoining areas) which was in famous as a hellish side.,1.499999985
0,Moolchand Medcity,Delhi,We have been going here for the past eight years. Excellent professional courteous. Oneofakind place that does not overcharge patients. Costs half of other private hospitals in the city. Their neonatal care and NICU facilities are the best there is. Cannot recommend enough.,1.499999978
0,Corporation Hospital,Chennai,Nice area. Here all are Calm and good peoples. Hospital  school bus stop shops etc etc are available near by in walking distance.,1.499999963
0,Apollo Speciality Hospitals,Chennai,Bit expensive compared to other Apollos but the doctors are good. My sincere thanks to Dr. Jothi Sankar.,1.400000036
0,Kothari Medical Centre,Kolkata,Best doctor available in hospital but service was little low all over good in kolkata very renewal  price Pay parking Atm availableCCD available. Good price,1.400000036
0,Delhi ENT Hospital,Delhi,Prof Kackar is a great doctor here. The facilities are basic  cost effective.,1.400000036
0,Fortis Escorts OPD,Delhi,Well managed. Highly qualified and helpful nurses are a blessing.,1.399999976
0,Apollo Medical Centre Anna Nagar,Chennai,I recently went to the hospital for physiotherapy as I twisted my ankle while playing badminton. The services are very good and I feel much better in these three days. Thank you so much.,1.300000019
0,AMRI Hospitals Saltlake Annexe,Kolkata,I was admitted at AMRI Hospitals about 1 year ago for stones in my Kidney. Although the problem wasnt fatal by any stretch of imagination it kept getting worse in the early stages. However the doctors at AMRI were very good with the treatment. I became healthy in a week and havent experienced any problems since.,1.29999999
0,IRIS Multispeciality Hospital,Kolkata,Dr. S K Kejriwal provides answers that are very helpful knowledgeable wellreasoned professional and sensible. My age is 34 i got married 2 years ago now a days i often feel like having sex but when i think about my condition i avoid,1.199999988
0,Fortis Hospital,Kolkata,Normally  people ignore when gets good treatment in hospital. But this time I would like to thank entire Cardiac department for well management   highly professional day care activities . You can surely rely on  Dr Shuvanan Ray  team  for their approach.,1.199999981
0,Sant Parmanand Hospital,Delhi,This is awell maintain ed hospital .Good and clean environment.Specialises in pathological department.Good service and humble staff.Doctors are good.Chemist shop nearby.Canteen offers good food. Parking facility.Many medical department s available.As well as new thecnology qnd equipment s used.,1.099999979
0,Apollo Spectra Hospitals,Delhi,This is awell maintain ed hospital .Good and clean environment.Specialises in pathological department.Good service and humble staff.Doctors are good.Chemist shop nearby.Canteen offers good food. Parking facility.Many medical department s available.As well as new thecnology qnd equipment s used.,1.099999979
0,Venkateshwar Hospital,Delhi,I did not find any reason to give the hospital less than 5 stars...during 3 day hospitalization for gall bladder cholecystectomy of my father. The lead doctor is so humble. Great lead and nice cooperative staff.time management is magnificent.,1.099999979
0,SIMS Hospital,Chennai,It is best hospital. Many patients r come from Bangladesh. My own country,1.000000015
0,Govind Ballabh Pant Hospital,Delhi,Well maintained and well equiped super speciality hospital under Delhi Government. Departments including cardio  neuro gastro  and psychiatric...,0.999999978
0,FORTIS MALAR HOSPITAL CHENNAI,Chennai,They treated the patient very good.The doctor are clearly inform to patient and nurse are very good coordinate with patient.These are the positive reviews and only one negative side are cost is very high.,0.899999976
0,Apollo Speciality Hospitals,Chennai,Very good hospital having good doctor available 247 with good atmosphere and ambiance of hospital fully equipped with the international standards and the communication of the doctor was also very pleasing.If you are taking appointment holding insurance need to mention before so.Once sense perfect hospital...,0.899999976
0,Apollo Speciality Hospitals,Chennai,Good facilities and medical equipments available here.,0.899999976
0,Prime Indian Hospitals,Chennai,I went surgery in this hospital... Im feeling very well and energetic ...Good care...,0.899999976
0,Apollo Hospitals Tondiarpet,Chennai,This hopital is very well.Too many patients.Good service.Well at all,0.899999976
0,Apollo City Centre Hospital Sowcarpet,Chennai,Great hospital with professional doctors.,0.899999976
0,Apollo City Centre Hospital Sowcarpet,Chennai,Fantastic hospital in the Asian countrygood facilities and gorgeous service.,0.899999976
0,Apollo Medical Centre Anna Nagar,Chennai,I visited Dr. Naresh Manikandan dentist and Dr. Esther dietician. They are best Very friendly  kind to their patients and good hospitality among the people I met.. .,0.899999976
0,Apollo Medical Centre Anna Nagar,Chennai,Its great bein here..I came with my aunt for her whole body checkup and it was done so soon ...I referred everyone to be here..Ms.Rekha is too supportive and she guided very well...Grt experience,0.899999976
0,Chennai Corporation Hospital,Chennai,Nice place to delivering baby,0.899999976
0,Apollo Gleneagles Hospitals,Kolkata,This hospital is very nice and the treatment done here is very good .all the workers are very punctual so I will rate 5 star to this hospital,0.899999976
0,Fortis Medical Centre,Kolkata,Best doctors best facilities under one roof and affordable for middle income families.,0.899999976
0,IRIS Multispeciality Hospital,Kolkata,Have been to this hospital three times. Once for ENT Eye ans Skin specialist. Well I am highly satisfied with the diagnosis of the dermatologist Dr Aditi she correctly identified my allergy and suggested the best medicines. But in the other two visit in the year 2015 and 2016 respectively I am not that much satisfied with the doctors diagnosis as I think the medicines were not much effective and I had to suffer.,0.899999976
0,Woodlands Multispeciality Hospital Limited,Kolkata,Excellent facilitiesWonderful staffPatient friendly reception and amenitiesVery polite and courteous behaviour.Very  neat and clean.Excellent management hassle free registration.Doctors very good and timely.Not expensive,0.899999976
0,Woodlands Multispeciality Hospital Limited,Kolkata,Excellent facilities with latest technology of medical and u have to pay here plenty of money.,0.899999976
0,"ILS Hospitals, Dumdum",Kolkata,My cousin just had her hernia surgery there. The treatment and other services were just amazing. The laparoscopic hernia operation was a miracle that made it possible for her to get discharged within a couple of days.,0.899999976
0,The Calcutta Medical Research Institute,Kolkata,nice experience...went to consult with Dr S Pattnaik and i m very happy with the treatment and the staffs are also very cooperative...really nice experience.,0.899999976
0,Kolkata Port Trust Hospital,Kolkata,Good treatment is provided to Port Trust Staffs at zero cost but dont expect high quality treatments.Some doctors are rude but most of the OPD doctors are good.Free medicine diagnosis and imaging services are also provided.Though hospital structure is not modern but it is clean and well maintained.,0.899999976
0,Kolkata Port Trust Hospital,Kolkata,Its a Hospital for Kolkata Port Ttrust employee. Well maintained.,0.899999976
0,ILS Hospitals,Kolkata,It is a very good place the hospital the staff are very good they are care everyone very nicely and there are many doctors for children and adults and I l like the place very much.,0.899999976
0,Aashlok Fortis Hospital,Delhi,Very good hospital in India also good treatment and excellent team work,0.899999976
0,Fortis Flt. Lt. Rajan Dhall Hospital,Delhi,Better than expected experience Very good polite and helpful staff. We would have come in contact with at least 100 different hospital personnel during a 4 day stay  pregnancy and they were caring and efficient. One star less for billing process. Very slow and inefficient. Also lot of miscommunication around this and took most of the day to get discharged. Would recommend though.,0.899999976
0,St.Stephen's Hospital,Delhi,Good hospital and serves patient like their family members and maintains cleanliness of the hospital and having all the important department like laboratory radiology services etc and having about 600 beds in it and at last one of the oldest hospital having a great experience of working.,0.899999976
0,Madhukar Rainbow Children's Hospital & BirthRight By Rainbow Hospitals,Delhi,Their USP is their team of doctors nursing feeding care and other support staff.Excellent facility that provides personal yet non intrusive services.Highly recommended.,0.899999976
0,Apollo Spectra Hospitals,Delhi,Hiii.Apollo spectra is a very good hospital in south delhi..Splendid experience in this hospital...I m fully satisfied with the staff and Doctors..I would like to say thanks to Apollo spectra family,0.899999976
0,Govind Ballabh Pant Hospital,Delhi,Excellent treatment for Neurology GI surgery Liver transplant brain stroke and 24 emergency services.Very well equipped hospital.,0.899999976
0,Fortis Escorts OPD,Delhi,Very good hospital ambience.,0.899999976
0,Moolchand Medcity,Delhi,Great experience Thanks Sulango for all your help                                                                                  We do whats right for you Thanks Moolchand team for saving a life of a bread winner of his family A special thanks for Sulagno for his help and Coordination,0.899999976
0,Kalra Hospital,Delhi,Good hospital and staff so good and facility so good its nice very well...,0.899999976
0,Hospital,Delhi,Good hospitality and management,0.899999976
0,Manipal Hospital Delhi,Delhi,Well managed hospital..Cleanliness is ..Comes under CGHS health card..Providing best facilities..Helpfull staff..247 emergency available here..,0.899999976
0,Apollo City Centre Hospital Sowcarpet,Chennai,Good morning I am not sure if you have,0.800000012
0,Apollo City Centre Hospital Sowcarpet,Chennai,this is big  very good hospital in chennaimy father attend this hospital....,0.800000012
0,Command Hospital,Kolkata,Good amd expert doctors are here working and serving whole heartedly.One of the best hospital in kolkata.But it provides services only to the Defence personnel and their family.It is not for the common Civil person.,0.800000012
0,AMRI Hospitals Saltlake Annexe,Kolkata,I go for regular checkups to AMRI Hopsital Saltlake and I rate is very highly. The doctors are passionate about their work and they dont treat people like animals which is quite usual problem in our society.Good Hospital,0.800000012
0,Kolkata Port Trust Hospital,Kolkata,Good hospital.service is good.helpful doctors.Very bad atmospheredirtypatients beds also dirtytreatment is not goodGood treatment and clean place..and good checkup,0.800000012
0,"Metro Hospital & Heart Institute, Lajpat Nagar, Delhi",Delhi,The emergency staff is very active and cooperative.,0.800000012
0,Delhi ENT Hospital,Delhi,Service r gud .All the hospital Staff is polite.,0.800000012
0,Delhi ENT Hospital,Delhi,Good one in nearby area..,0.800000012
0,DESUN Hospital And Heart Institute,Kolkata,The hospital allows for the CGHS (central Government Hostel Scheme). It is a wellmaintained private hospital. We went to gynecologist she was good gave time cleared doubts.,0.800000004
0,Rajiv Gandhi Government General Hospital,Chennai,A public hospital with highest standard of medical care with advanced facilities.,0.699999988
0,kolkata hospital,Kolkata,Its good,0.699999988
0,Fortis Hospital,Kolkata,very well behaved sisters and housekeeping staffs..hard working and always ready to help..just returned home after spending 6 post operative tiring daysmy overall experience is very good,0.699999988
0,"ILS Hospitals, Dumdum",Kolkata,Hope nobody should have to visit hospital in their lifetime.But we humans are machine so sometime repairing of machine is also required to run properly.ILS MULTISPECIALITY HOSPITAL NAGERBAZAR is a place for all types of solutions.very qualified doctorsnurses and staffs are there.Everything is so well organized.staffs are very friendly.room cleaned 3 to 4 times in a day.food quality is very good for patients as prescribed by nutritionist and is always on time.,0.699999988
0,Kolkata Port Trust Hospital,Kolkata,Small but well maintained hospital Road conditions are very bad there,0.699999988
0,"Metro Hospital & Heart Institute, Lajpat Nagar, Delhi",Delhi,Very Gud Doctots and Staffs ....,0.699999988
0,ILS Hospitals,Kolkata,I recently had a baby girl but unfortunately she was born preterm. She was very ill and our nursing home could not cure her so instead they referred ils and we bought her here. The doctors at ils are amazing and saved my little girl. I cannot thank them enough.,0.599999972
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,Originally constructed as the TN Secretariat. Later converted to the TN multi speciality hospital.,0.500000015
0,Woodlands Multispeciality Hospital Limited,Kolkata,The behavior of doctors and nurses are too good and also the food,0.5
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,I got two suggestions please open the bathrooms because between 200 meters there was 5 bathrooms but 2 bathrooms are only unlocked others were in lock. and also provide wheelchairs everywhere inside the hospitals patients are suffering for walking. But the doctors nurse and all were well knowledged and well skilled.,0.49999997
0,Prime Indian Hospitals,Chennai,Most of the people are saying that they suck money...at somewhat there is truth but the doctors are so kind and helpful...they gave a huge discount on medicines my father had stomach critical surgery it took about 5 lakhs(Indian rupee) but he is alright now. Even the doctors called us to take the condition of the patient.,0.20000001
0,DESUN Hospital And Heart Institute,Kolkata,Although the doctors and services are good they take more than half a day to discharge a patient. And of course its all about money.,0.200000003
0,Dharamshila Narayana Superspeciality Hospital,Delhi,It was that eerie night of 16122018 when I found dad lying on the floor motionless and in a pool of blood. I rushed him to Dharamshila Narayana hospital on the insistence of a close friend least expecting to be back home in a happy mode.But each day since dad was admitted proved to be more encouraging than the last. Dr Deni  Dr Abhishek  Dr Ganesh were all those unseen hands of God that led dad on the road to recovery despite multiple grave medical issues.It was that constant motivational nudge from each member of Team Dharamshila who visited Room no.308 be it the housekeeping attendant thephysiotherapist the nursing staff or the doctor that steered this 82 year old Air veteran to not give up but try harder everyday to regain his strength.The SMILE on dads face and on ours  we owe it to you...Gratitude Team Dharamshila Rate you  PAR EXCELLENCE ,0.200000003
0,Chennai Hospital,Chennai,,0
0,Chennai Hospital,Chennai,,0
0,Chennai Hospital,Chennai,,0
0,Chennai Hospital,Chennai,,0
0,Chennai Hospital,Chennai,,0
0,Corporation Hospital,Chennai,,0
0,Corporation Hospital,Chennai,,0
0,Corporation Hospital,Chennai,,0
0,Apollo Speciality Hospitals,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,Chennai Corporation Hospital,Chennai,,0
0,kolkata hospital,Kolkata,,0
0,kolkata hospital,Kolkata,,0
0,kolkata hospital,Kolkata,,0
0,kolkata hospital,Kolkata,,0
0,Woodlands Multispeciality Hospital Limited,Kolkata,,0
0,Medical College Hospital,Kolkata,Treatment doctors nurse and nursing and others hospital staff also helpe to solve pasent problems all over the hospital system are all right.,0
0,"Metro Hospital & Heart Institute, Lajpat Nagar, Delhi",Delhi,,0
0,Delhi ENT Hospital,Delhi,Speciality for ent and eye only,0
0,Hospital,Delhi,,0
0,Hospital,Delhi,,0
0,Hospital,Delhi,,0
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Decent hospital. Unfortunately the only decent Private Hospital in the area basically making it a monopoly. There are some good doctors but most are on call rather than full time at this particular hospital which is definitely a problem. However it has come miles since it was under a different management. Still there is scope for much improvement.,-0.100000001
0,Apollo Gleneagles Hospitals,Kolkata,They provide good treatment but they charge higher. Also theres a long waiting in tests. They should organize these sections.,-0.300000012
0,Medical College Hospital,Kolkata,Very good government hospital. But hostel conditions are very poor. It takes very lengthy time to get an appointment of a doctor and others testing facilities.,-0.399999991
0,Apollo Gleneagles Hospitals,Kolkata,Cancer Hospital with worldclass facility but costly a bit.staffs are professional and well behaved but not so good you generally see in Chennai Apollo Hospitals.Corporate facility(PrivateSemi private Beds)is available.Maximum medical insurance facilities are accepted here.Doctors are good too.A patient may contact the Emergency number if you have critical conditions.,-0.5
0,Medical College Hospital,Kolkata,Medical College is in service of nation for almost two centuries like an affectionate mother . For me Its place of being something from nothing ....,-0.5
0,"Metro Hospital & Heart Institute, Lajpat Nagar, Delhi",Delhi,I called the hospital as it has mentioned a gasteroligist on panel and I needed to show my  ailing mother and even took her there. To my  surprise I was informed that they do not have any gasteroligist with them.Upon telling them that the hospital website mentions having one I was told that Dr Tondon their gasterogist had passed away quite a while ago.I suggest the hospital authorities to make the necessary amendments and remove having a gasterolist with them or get a replacement. Its a hassle for the patient and the attendent.RegardsSanjay Sharma,-0.599999987
0,Venkateshwar Hospital,Delhi,Nursing staff of hospital is not cooperativehelping to patient they were treated patient similar to Government hospital. Medicine facility  doctor services are good in hospital but nursing staff is major role in hospital because they are closely  work with patient  given more time as compare to other staff. Nursing staff should be more cooperative with patient but which was missing my experience.,-0.600000001
0,Apollo Spectra Hospitals,Delhi,Difficult to reachyou go there and simply find yourself kms away somewhere at irregular traffics(horribly congested location) and then you have to collect all your logics to       convince you that  it may be some healthcate related building (meaning it looks  like some factory rather than a nursing home or hospital).Upon that you hardly find any proper guiding person thereand simply come out feeling like you have visited some historical place where you have to forget why you came here. Oh God give everybody peace and health.,-0.699999973
0,Sant Parmanand Hospital,Delhi,never go this hospital I have very bad experience he do suzerain delivery in normal case. they pressurized  to guardian also patient to take suzerain delivery. here doctor is only interested in earn money,-0.699999988
0,Medical College Hospital,Kolkata,Please be informed that on Thursdays  Saturdays  Sundays the dermatology department is off. Other Days ticket counters 5  6 near gate no  3 opens at sharp 9 a.m. Do maintain Queue.,-0.70000001
0,FORTIS MALAR HOSPITAL CHENNAI,Chennai,Hospital for the name sake. Lack of doctors and mis managed completely. Avoid if you can.,-0.79999999
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Worst worst worst perfect example for cheating hospital Dr manohar unfit oncologist doesnt know anything fully money minded hospital including chief Ss doctor they will test the medicines getting treatment here is dangerous than cancer cells they knew very well how to cheat,-0.800000012
0,Prime Indian Hospitals,Chennai,Worst hospital nurses are not kind and attentive to patients,-0.899999976
0,Apollo Hospitals Tondiarpet,Chennai,Worst Ever experience guys believe me Dont trust them,-0.899999976
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,ICU is worst no clean or isolated at all. ICU is like a general ward where patient has to be highly secure.Dr Manohar oncology is worst doesnt know how to talk wit patient attender and so rude.Chief sybramanian sir is great. But ppl like manohar will cause hsptl reputation.,-0.899999976
0,Apollo Speciality Hospitals,Chennai,Worst service in master health check upThe staffs in this branch(apollo vanagaram)are not responding with outpatients and they are very irresponsible I have personally seen that the inpatients were forced to wait in the corridor.Staffs r irresponsible.Chairman should take action and monitor it..,-0.899999976
0,Apollo Gleneagles Hospitals,Kolkata,Worst experience We are not a government hospital are the words that would keep repeating in my mind whenever I would think of Apollo now Thank u for telling us that.... else we would have not known What a pathetic service to ppl who are already in distress Please do not opt for this hospital if you need urgent consultations or you dont know its not a government hospitalI dont have words to express my disappointment Want to give negative rating,-0.899999976
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Can anyone Google local guide help me change the name to SSKM  IPGMER (PG) Hospital?I tried many a times but its not getting approved as somebody is continuously rejecting it.Whoever it is if there is anything to discuss you are most welcome.,-0.899999976
0,The Calcutta Medical Research Institute,Kolkata,So unprofessional reception staff....Never picks up the call....Even if the OPD dept does so...The lady who sits there forwards the call to specialty appointment dept....Which puts your call on hold forever.......Disgusting you guys are....lazylumps..... patients call up for obvious emergency reasons....Not for fooling around...,-0.899999976
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Very sorry to say the WORST HOSPITAL i have ever seen.If you have mediclaim then they will be using up almost the entire amount .They are ready to squeez out the maximum from you.I was admitted with fever in CCU ward .i dont know the reason why they have put me there.Bed charge 5900 .They even discharged me in 4 days from CCU with a bill amount of Rs.95941.I was the only concious patient in the ward and found it was just like a market place staff shouting and talking with each otherif you want to sleep you cant sleep (few are really good)1 or 2 trained nurses others are newly passed out nurses who even cannot make blood channels.LET THE PATIENT REMAIN WITHOUT TREATMENT BUT NEVER COME TO NARAYANA BARASAT.,-0.899999976
0,"Narayana Multispeciality Hospital, Barasat",Kolkata,Too much irresponsible management department.. Their havent any consciousness about patient.,-0.899999976
0,"Metro Hospital & Heart Institute, Lajpat Nagar, Delhi",Delhi,Worst service doctors are unprofessional letting there patients wait for hours...staff doesnt provide a specific time as when the doctor came and actually see the patient...charge money unnecessarily...would never ever recommend this hospital.,-0.899999976
0,Apollo Spectra Hospitals,Delhi,This hospital is behave like begger and staff like ilitrateopplo spetra is not a hoapital it is a robbers place where pt get frustrate and disappointed for billing issue they never rfund remaining balance which will be refunded ...u can go gov hospital that will be far better then spectra .Pothetic hospital and staff is behave like pakistani people,-0.899999976
0,Kalra Hospital,Delhi,Worst experience  My mother was admited here  Staff is extremely rude  Specially few nurses  They are untrained careless and unprofessional Zero marks for facilities  They dont even have basic facilities like water dispenser  Condition of toilets are just like condition of toilets in dhabas on highway  Bedsheets were dirty like they have never changed it  Charges of rooms are extremely high as compare to facilities they are providing Unnecessary charges were imposed  I even saw a lizard under patients bed When I informed the staff about it  they were not responding  After 15 mins sweper came and did the needful  They are earning in lacs per day  They should invest on their property and should hire bettertrained staff ,-0.899999976
0,Prime Indian Hospitals,Chennai,They ask us to come on time but the doctor takes his own sweet time to come to the hospital in the first place. Never ever will recommend this hospital to my enemy.,-0.899999991
0,Prime Indian Hospitals,Chennai,For all the peoples i have one big request dont go to this prime indian hospital becoz nurses r very worst in character they do no patient value if we r discharging means the nurses behaving like arrogant idiot nurses in this hospital and especially in ICU nurses r behaving like arrakkigal to patients chi chi is this nurses r arrakigal. Bcoz of my family request i didnt give any complaint on tat nurses or else tats all. I warned u to tat whole nurses in this hospital especially in ICU.,-0.999999978
0,AMRI Hospital Dhakuria,Kolkata,Heartwarming servicesCaring doctorsnursesall staffsdelicious foodwell behaviour done by all.Today is my discharge but literally I want to stay here.. . But Ill not stay here because the foods are VEG.Which is very disappointing for me.And1st Januarys food item should be something special always.Please do take care of these little issues.Otherwiseeverything is lovely. ,-1.000000015
0,Manipal Hospital Delhi,Delhi,Really tardy hospital waited for 2 hrs for my appointment even though it was booked 3days prior and I was assured it would happen on time. As a result I had to miss my entire work day.,-1.000000015
0,Primus Super Speciality Hospital,Delhi,After 02 yr of treatment Very Awful experience with Dr.Kaushal kant mishra. He is not listen to our patient even for 01 minute. Hospital is NOT treating well for CGHS beneficiaries. Today we come for MRI and they demand 5750 and earlier they said 3000. What a wonderful experience.,-1.099999979
0,Kauvery Hospital - Chennai,Chennai,We will loose our loved once if we dont understand if the hospital is capable of treating the patient properly. We lost our mother by admitting for open heart surgery the operation was done but who knows if it was successful or failure  mom was alive after the operation she lasted in ICU for 36 days and died. The nurses never care the patients that too in ICU imagine in general they are pathetic. Better to treat patient in government hospital that is my thought after we lost our mother.,-1.100000001
0,DESUN Hospital And Heart Institute,Kolkata,This is an incident in the month of February 2019. First of all the doctors are pretty pathetic and will try to extract as much as money as possible from the patient by getting them emotionally weak or rather blackmailing them. So if you want to burn a hole in your pocket and get your patient deteriorated this is the best possible option.They will also get tons of tests done (which has very less significance with respect to the proper diagnosis required ) just to extract money. You dont even get a D of Diagnosis.My grandma went in in a condition and went out much worse than what she was before. Overall this is a much hyped place and the name drives it. If you have the option of any other hospital please chalk this out of the list. This will not only save money but also save the patient,-1.199999936
